434.95,313.93,-467.15,440.65,328.91,-460.04,446.62,330.62,-460.33,452.45,332.26,-460.34,431.31,325.67,-445.30,429.56,325.07,-445.73,427.90,324.65,-446.01,473.01,331.89,-362.22,437.32,324.04,-292.78,453.41,305.27,-424.64,439.72,302.90,-406.87,554.31,272.00,-273.47,422.24,244.27,-182.19,585.34,180.33,-401.03,397.62,151.27,-155.37,531.52,180.29,-668.43,363.03,61.53,-310.64,510.94,168.25,-740.07,348.27,34.79,-361.51,506.15,183.91,-757.92,351.69,32.81,-404.96,510.74,186.76,-680.76,361.05,40.63,-333.74,551.13,106.91,-17.09,476.06,101.64,16.87,406.38,292.22,142.99,499.77,288.24,78.7,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
441.89,300.90,-403.14,445.99,314.58,-399.01,451.38,316.54,-399.31,457.16,318.65,-399.31,438.78,311.98,-383.07,437.97,311.99,-383.55,437.05,312.15,-383.85,477.88,320.73,-309.90,448.75,314.71,-234.80,456.46,293.34,-362.17,446.50,290.92,-342.96,555.73,266.30,-218.10,428.28,243.35,-114.28,585.33,178.87,-324.07,403.22,152.27,-67.12,539.00,179.91,-586.16,362.99,61.50,-221.40,521.03,168.84,-652.85,351.82,34.93,-266.13,515.97,184.00,-671.66,353.20,33.06,-310.68,518.50,186.71,-598.19,360.97,40.70,-244.78,551.47,106.33,-18.10,476.85,101.67,17.88,406.38,292.22,142.99,499.77,288.24,78.7,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
444.84,298.11,-409.43,448.67,311.46,-403.77,453.95,313.48,-404.07,459.78,315.66,-404.06,441.78,308.86,-387.67,441.10,308.89,-388.13,440.24,309.09,-388.43,480.08,317.83,-307.68,451.48,311.74,-231.48,458.31,290.73,-365.99,449.33,288.16,-346.49,556.38,264.18,-214.81,430.37,242.78,-104.03,585.20,178.45,-327.33,405.63,153.01,-53.17,541.63,179.72,-600.58,362.97,61.49,-212.97,524.07,169.13,-670.24,353.50,35.08,-258.96,519.30,184.08,-689.13,354.07,33.39,-305.11,521.49,186.70,-612.97,360.92,40.85,-237.11,551.67,105.89,-20.98,477.32,101.67,20.76,406.38,292.22,142.99,499.77,288.24,78.7,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
453.12,295.81,-424.84,456.84,308.09,-418.64,461.92,309.54,-418.94,467.12,310.87,-418.94,449.49,306.08,-403.28,448.18,306.02,-403.74,446.77,306.02,-404.03,485.56,313.15,-320.78,457.62,308.22,-248.80,465.47,289.29,-381.38,456.58,286.53,-363.18,557.38,262.21,-223.49,436.60,244.75,-128.11,582.70,178.51,-331.10,411.89,160.22,-77.88,549.34,181.16,-608.29,365.73,72.43,-236.10,535.64,173.84,-676.56,355.21,49.31,-283.03,531.08,188.48,-698.91,354.71,47.64,-329.34,532.52,189.97,-622.17,361.22,54.91,-260.33,550.46,108.66,-17.20,477.31,108.79,17.01,406.38,292.22,142.99,499.77,288.24,78.7,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
460.60,297.50,-358.84,464.04,310.76,-349.16,469.25,312.30,-349.44,474.25,313.88,-349.39,455.59,308.45,-336.43,454.05,308.17,-336.91,452.45,307.97,-337.24,491.31,315.73,-249.63,461.44,309.70,-190.55,473.66,289.46,-315.93,462.48,287.27,-301.26,557.48,264.27,-166.51,441.05,250.05,-80.60,579.10,190.46,-270.07,416.60,170.29,-33.30,551.36,191.68,-532.66,367.07,96.48,-190.35,543.49,186.96,-591.44,355.84,74.76,-234.24,536.88,198.09,-614.25,355.06,73.13,-278.62,536.85,198.83,-546.15,361.45,78.61,-213.61,547.87,119.15,-17.04,476.95,121.09,16.86,406.38,292.22,142.99,499.77,288.24,78.7,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
465.24,312.92,-290.08,468.37,325.29,-275.47,473.06,325.97,-275.77,478.02,326.44,-275.72,460.14,323.94,-266.93,458.25,323.79,-267.39,456.48,323.68,-267.70,493.02,323.90,-165.92,463.16,323.25,-126.72,477.99,305.75,-244.56,466.31,303.81,-235.65,556.75,277.87,-93.25,442.76,264.85,-35.44,573.15,205.59,-174.56,419.99,189.21,-11.80,550.62,207.59,-409.13,369.89,118.51,-170.01,544.05,201.82,-460.02,358.58,96.06,-212.31,538.02,213.26,-482.20,356.76,95.31,-251.62,537.99,214.65,-421.91,363.83,101.98,-191.24,545.78,131.47,-11.69,475.93,134.75,11.53,406.38,292.22,142.99,499.77,288.24,78.7,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
464.37,329.86,-291.72,468.33,342.28,-282.04,472.83,343.08,-282.37,477.36,343.59,-282.31,460.37,340.22,-272.90,458.72,339.86,-273.33,457.07,339.59,-273.61,491.98,341.60,-196.91,463.84,338.34,-153.98,477.13,323.04,-255.62,465.87,320.68,-245.58,553.78,293.56,-138.77,442.76,280.77,-73.95,567.82,228.01,-239.82,421.95,207.28,-46.46,549.56,226.81,-466.88,375.11,143.81,-204.19,542.46,221.96,-517.98,363.43,121.74,-248.14,535.65,230.25,-536.46,357.98,122.24,-287.75,535.50,231.68,-478.82,365.09,127.97,-227.15,542.39,150.07,-9.62,475.82,151.80,9.48,406.38,292.22,142.99,499.77,288.24,78.7,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
463.14,346.59,-298.22,467.44,357.53,-286.25,471.94,358.37,-286.56,476.36,358.98,-286.50,459.66,355.74,-276.85,457.93,355.50,-277.25,456.10,355.38,-277.49,490.96,357.07,-190.21,462.71,355.02,-146.57,475.38,339.60,-258.28,464.56,337.31,-247.84,548.64,308.54,-128.33,441.66,297.05,-56.85,566.34,244.38,-228.90,422.65,227.31,-53.98,548.79,240.48,-474.09,379.54,177.47,-214.86,540.07,236.78,-530.52,367.80,157.85,-257.65,534.38,245.52,-549.77,361.62,158.83,-295.98,534.61,247.32,-486.76,368.71,165.08,-236.74,534.84,168.92,-10.17,473.06,172.23,10.02,406.38,292.22,142.99,499.77,288.24,78.7,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
463.31,350.46,-304.38,467.76,361.65,-290.83,471.89,362.18,-291.13,476.16,362.62,-291.10,460.36,360.08,-282.34,458.67,359.72,-282.73,456.92,359.47,-282.97,490.36,360.18,-190.04,463.03,357.27,-150.22,475.04,343.06,-263.06,464.52,341.16,-253.63,545.30,310.87,-126.32,441.05,297.77,-53.94,566.41,246.72,-219.16,422.64,227.99,-47.31,548.43,241.61,-450.27,380.08,178.95,-205.07,538.74,236.22,-504.65,369.96,159.89,-244.58,533.25,245.95,-522.83,364.80,160.43,-283.90,533.81,247.83,-462.16,371.12,166.64,-226.56,533.34,174.05,-10.81,472.66,176.23,10.68,406.38,292.22,142.99,448.44,92.65,-192.21,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
463.43,366.07,-274.02,468.24,375.70,-257.95,472.48,376.27,-258.24,476.64,376.69,-258.21,460.04,373.94,-250.18,457.96,373.42,-250.53,455.94,373.07,-250.72,489.95,373.13,-149.59,462.96,370.46,-113.35,474.53,358.08,-230.43,463.82,355.99,-222.08,540.57,322.60,-93.03,440.88,311.58,-13.48,564.38,260.79,-190.85,425.23,245.53,-14.19,544.35,256.19,-435.59,387.19,205.25,-184.34,536.72,252.16,-493.08,375.59,188.57,-225.16,532.05,260.67,-510.10,369.06,190.20,-263.76,532.60,262.23,-447.34,375.51,196.69,-205.85,527.55,187.62,-12.31,470.74,190.54,12.19,529.79,84.69,-76.93,443.59,106.80,-208.62,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
463.18,376.33,-257.46,468.28,385.15,-241.99,472.50,385.48,-242.30,476.47,385.81,-242.28,459.67,383.41,-234.16,457.33,382.68,-234.50,455.19,382.06,-234.69,489.73,382.62,-137.73,461.25,379.39,-100.73,474.06,368.84,-215.48,463.28,366.71,-206.93,537.32,332.01,-87.24,440.65,322.71,-2.82,563.68,270.92,-185.20,428.84,259.88,-10.44,538.70,270.78,-417.84,391.25,227.66,-178.38,529.82,269.34,-472.18,379.56,214.02,-217.15,528.09,276.90,-487.27,372.87,218.15,-253.29,529.57,277.48,-428.47,378.60,223.39,-199.02,520.09,200.03,-15.70,466.46,202.87,15.59,526.72,101.95,-60.85,440.01,117.32,-186.11,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
463.65,383.52,-237.52,469.17,392.00,-222.89,473.27,392.09,-223.19,477.28,392.08,-223.16,460.02,390.65,-211.81,457.26,389.79,-212.14,454.84,389.04,-212.28,489.57,387.72,-122.96,459.60,385.71,-72.03,474.01,375.45,-197.26,462.94,374.01,-184.72,534.04,338.07,-82.49,440.57,330.33,44.80,563.81,274.48,-178.52,434.86,271.36,61.72,535.33,289.83,-381.16,395.25,245.19,-86.42,527.84,290.25,-430.05,381.57,234.50,-117.49,523.44,296.57,-437.91,376.09,237.94,-151.77,524.27,295.30,-387.29,382.19,241.37,-105.90,512.37,206.05,-26.69,460.68,208.73,26.62,525.01,108.21,-45.18,435.07,121.99,-171.80,404.51,195.01,566.81,504.45,193.44,476.89,418.79,186.13,599.46,493.7,183.14,510.18,379.99,138.61,446.17,536.1,135.17,354.19
465.37,384.84,-255.23,470.86,392.63,-241.95,475.50,392.55,-242.24,479.69,392.36,-242.18,460.80,391.73,-230.51,457.61,391.20,-230.84,454.83,390.62,-231.00,490.07,388.87,-145.56,457.98,386.88,-94.16,475.46,375.93,-215.73,463.01,375.15,-203.05,528.07,337.63,-98.74,442.72,332.82,35.41,564.21,275.72,-200.88,439.83,280.26,113.89,533.44,308.34,-387.11,393.71,268.70,67.57,528.08,315.05,-428.99,379.26,262.73,54.58,522.03,321.39,-430.56,375.31,265.17,25.52,521.21,318.86,-390.07,381.89,267.13,52.97,507.63,205.64,-31.80,456.14,208.35,31.77,521.59,112.76,-35.64,428.01,124.30,-169.73,505.54,39.64,165.54,462.20,46.03,16.79,418.79,186.13,599.46,493.7,183.14,510.18,542.30,12.71,73.04,423.65,11.37,-65.12
467.28,380.15,-257.91,473.36,387.51,-243.33,477.64,387.47,-243.59,481.75,387.32,-243.49,462.66,387.01,-233.31,459.43,386.65,-233.63,456.24,386.26,-233.79,490.78,383.71,-146.02,457.88,382.27,-101.49,475.95,372.32,-218.41,463.40,371.67,-207.79,525.80,336.08,-101.94,444.24,330.26,26.10,565.49,283.69,-217.40,437.28,287.85,161.81,536.97,325.38,-408.75,391.65,289.06,228.07,529.63,335.05,-446.50,377.69,286.42,231.81,524.03,339.96,-445.63,373.96,289.85,209.22,524.29,335.84,-411.25,380.50,289.77,219.13,505.16,203.27,-30.34,453.61,205.31,30.35,516.51,114.04,4.08,422.08,121.35,-192.52,506.73,43.65,236.34,456.17,46.75,-7.26,418.79,186.13,599.46,473.51,33.25,7.72,543.94,20.81,156.89,418.96,13.45,-88.15
468.15,379.18,-259.22,474.38,386.24,-245.08,478.51,386.21,-245.34,482.57,386.07,-245.23,463.51,385.90,-235.57,460.25,385.60,-235.89,456.82,385.25,-236.06,491.12,382.54,-149.43,457.80,381.16,-107.12,476.28,371.54,-220.23,463.58,370.97,-210.31,525.11,336.14,-103.01,444.29,329.91,19.80,566.47,284.62,-223.63,438.00,289.46,175.13,538.43,327.25,-410.97,390.36,290.03,266.61,529.87,336.74,-446.74,376.87,288.34,274.12,524.33,341.41,-445.21,373.44,291.10,250.32,524.99,337.48,-412.94,379.98,291.19,257.92,504.64,202.67,-28.64,452.50,204.68,28.61,514.69,115.17,21.48,420.38,121.84,-211.40,506.41,42.89,243.98,453.60,45.30,-33.88,496.19,29.01,259.91,470.28,32.34,-19.55,542.52,21.53,163.82,419.05,14.05,-117.54
467.63,378.38,-237.44,473.74,384.43,-225.24,477.96,384.25,-225.51,481.92,384.07,-225.40,463.14,383.85,-215.49,459.93,383.36,-215.78,456.58,382.80,-215.88,490.51,379.69,-142.10,457.13,377.88,-98.47,476.06,370.22,-203.16,463.50,369.86,-192.89,522.95,337.36,-107.03,444.16,327.44,21.88,570.43,298.49,-222.60,413.68,306.17,152.22,536.80,344.66,-359.28,372.34,305.62,236.91,525.74,353.20,-389.57,361.90,304.91,243.80,520.98,356.15,-383.93,362.19,307.75,226.38,522.75,352.25,-358.62,367.39,306.87,229.86,502.13,199.23,-28.56,451.23,201.72,28.55,513.15,114.24,65.06,419.47,116.47,-84.27,507.56,50.26,305.51,452.28,42.23,44.90,497.90,38.46,324.03,469.09,28.93,53.63,540.23,26.51,251.66,412.99,18.57,-32.58
467.26,377.47,-215.65,473.25,383.07,-199.67,477.60,382.78,-199.94,481.86,382.40,-199.85,462.78,382.38,-190.78,459.68,381.73,-191.04,456.43,381.08,-191.11,487.95,377.80,-113.02,455.44,375.75,-72.53,475.11,369.39,-181.45,462.18,368.75,-172.11,515.01,334.62,-106.07,440.78,326.94,35.92,576.61,309.59,-225.41,389.46,314.55,103.15,529.03,327.97,-374.85,355.43,314.73,87.97,513.94,329.42,-411.96,347.54,309.94,76.29,510.09,333.18,-403.52,350.55,312.55,54.41,515.10,331.23,-373.65,352.94,313.01,75.93,501.17,198.69,-33.72,450.28,201.34,33.66,514.36,116.43,19.14,416.44,120.31,-121.80,512.97,66.66,319.79,452.97,46.71,-0.87,508.30,62.10,346.29,468.11,31.88,7.63,538.25,33.71,287.65,409.47,25.50,-69.57
456.71,376.04,-207.09,462.24,381.62,-193.31,466.26,381.39,-193.56,470.76,381.14,-193.49,454.74,381.08,-184.78,452.48,380.52,-185.10,449.85,379.92,-185.27,477.79,377.31,-112.28,450.63,374.60,-73.21,462.63,367.68,-174.13,453.08,367.54,-165.05,507.18,333.92,-78.93,433.31,327.78,37.45,566.34,307.38,-42.76,383.31,315.69,145.94,546.05,314.65,-21.65,346.70,315.34,184.29,543.10,326.80,-22.67,337.82,310.10,186.92,536.51,320.92,-39.38,340.74,311.96,168.46,536.96,323.55,-26.51,343.98,313.40,175.94,501.48,205.17,-40.32,451.62,207.11,40.26,510.54,118.91,-72.23,411.12,129.80,-101.11,525.50,81.37,249.04,453.96,51.21,-24.26,529.83,84.49,341.10,468.95,34.89,-19.63,537.73,41.92,204.63,408.28,30.35,-95.00
